Date,Hsi_Close,Date,Dji_Close
4/16/2008,23878.35,4/16/2008,12619.27
4/17/2008,24258.96,4/17/2008,12620.49
4/18/2008,24197.78,4/18/2008,12849.36
4/21/2008,24721.67,4/21/2008,12825.02
4/22/2008,24939.15,4/22/2008,12720.23
4/23/2008,25289.24,4/23/2008,12763.22
4/24/2008,25680.78,4/24/2008,12848.95
4/25/2008,25516.78,4/25/2008,12891.86
4/28/2008,25666.29,4/28/2008,12871.75
4/29/2008,25914.15,4/29/2008,12831.94
4/30/2008,25755.35,4/30/2008,12820.13
5/1/2008,25755.35,5/1/2008,13010
5/2/2008,26241.02,5/2/2008,13058.2
5/5/2008,26183.95,5/5/2008,12969.54
5/6/2008,26262.13,5/6/2008,13020.83
5/7/2008,25610.21,5/7/2008,12814.35
5/8/2008,25449.79,5/8/2008,12866.78
5/9/2008,25063.17,5/9/2008,12745.88
5/12/2008,25063.17,5/12/2008,12876.05
5/13/2008,25552.77,5/13/2008,12832.18
5/14/2008,25533.48,5/14/2008,12898.38
5/15/2008,25513.71,5/15/2008,12992.66
5/16/2008,25618.86,5/16/2008,12986.8
5/19/2008,25742.23,5/19/2008,13028.16
5/20/2008,25169.46,5/20/2008,12828.68
5/21/2008,25460.29,5/21/2008,12601.19
5/22/2008,25043.12,5/22/2008,12625.62
5/23/2008,24714.07,5/23/2008,12479.63
5/26/2008,24127.31,5/27/2008,12548.35
5/27/2008,24282.04,5/28/2008,12594.03
5/28/2008,24249.51,5/29/2008,12646.22
5/29/2008,24383.99,5/30/2008,12638.32
5/30/2008,24533.12,6/2/2008,12503.82
6/2/2008,24831.36,6/3/2008,12402.85
6/3/2008,24375.76,6/4/2008,12390.48
6/4/2008,24123.25,6/5/2008,12604.45
6/5/2008,24255.29,6/6/2008,12209.81
6/6/2008,24402.18,6/9/2008,12280.32
6/10/2008,23375.52,6/10/2008,12289.76
6/11/2008,23327.6,6/11/2008,12083.77
6/12/2008,23023.86,6/12/2008,12141.58
6/13/2008,22592.3,6/13/2008,12307.35
6/16/2008,23029.69,6/16/2008,12269.08
6/17/2008,23057.99,6/17/2008,12160.3
6/18/2008,23325.8,6/18/2008,12029.06
6/19/2008,22797.61,6/19/2008,12063.09
6/20/2008,22745.6,6/20/2008,11842.69
6/23/2008,22714.96,6/23/2008,11842.36
6/24/2008,22456.02,6/24/2008,11807.43
6/25/2008,22635.16,6/25/2008,11811.83
6/26/2008,22455.67,6/26/2008,11453.42
6/27/2008,22042.35,6/27/2008,11346.51
6/30/2008,22102.01,6/30/2008,11350.01
7/2/2008,21704.45,7/1/2008,11382.26
7/3/2008,21242.78,7/2/2008,11215.51
7/4/2008,21423.82,7/3/2008,11288.53
7/7/2008,21913.06,7/7/2008,11231.96
7/8/2008,21220.81,7/8/2008,11384.21
7/9/2008,21805.81,7/9/2008,11147.44
7/10/2008,21821.78,7/10/2008,11229.02
7/11/2008,22184.55,7/11/2008,11100.54
7/14/2008,22014.46,7/14/2008,11055.19
7/15/2008,21174.77,7/15/2008,10962.54
7/16/2008,21223.5,7/16/2008,11239.28
7/17/2008,21734.72,7/17/2008,11446.66
7/18/2008,21874.19,7/18/2008,11496.57
7/21/2008,22532.9,7/21/2008,11467.34
7/22/2008,22527.48,7/22/2008,11602.5
7/23/2008,23134.55,7/23/2008,11632.38
7/24/2008,23087.72,7/24/2008,11349.28
7/25/2008,22740.71,7/25/2008,11370.69
7/28/2008,22687.21,7/28/2008,11131.08
7/29/2008,22258,7/29/2008,11397.56
7/30/2008,22690.6,7/30/2008,11583.69
7/31/2008,22731.1,7/31/2008,11378.02
8/1/2008,22862.6,8/1/2008,11326.32
8/4/2008,22514.92,8/4/2008,11284.15
8/5/2008,21949.75,8/5/2008,11615.77
8/7/2008,22104.2,8/6/2008,11656.07
8/8/2008,21885.21,8/7/2008,11431.43
8/11/2008,21859.34,8/8/2008,11734.32
8/12/2008,21640.89,8/11/2008,11782.35
8/13/2008,21293.32,8/12/2008,11642.47
8/14/2008,21392.71,8/13/2008,11532.96
8/15/2008,21160.58,8/14/2008,11615.93
8/18/2008,20930.67,8/15/2008,11659.9
8/19/2008,20484.37,8/18/2008,11479.39
8/20/2008,20931.26,8/19/2008,11348.55
8/21/2008,20392.06,8/20/2008,11417.43
8/22/2008,20392.06,8/21/2008,11430.21
8/25/2008,21104.79,8/22/2008,11628.06
8/26/2008,21056.66,8/25/2008,11386.25
8/27/2008,21464.72,8/26/2008,11412.87
8/28/2008,20972.29,8/27/2008,11502.51
8/29/2008,21261.89,8/28/2008,11715.18
9/1/2008,20906.31,8/29/2008,11543.55
9/2/2008,21042.46,9/2/2008,11516.92
9/3/2008,20585.06,9/3/2008,11532.88
9/4/2008,20389.48,9/4/2008,11188.23
9/5/2008,19933.28,9/5/2008,11220.96
9/8/2008,20794.27,9/8/2008,11510.74
9/9/2008,20491.11,9/9/2008,11230.73
9/10/2008,19999.78,9/10/2008,11268.92
9/11/2008,19388.72,9/11/2008,11433.71
9/12/2008,19352.9,9/12/2008,11421.99
9/16/2008,18300.61,9/15/2008,10917.51
9/17/2008,17637.19,9/16/2008,11059.02
9/18/2008,17632.46,9/17/2008,10609.66
9/19/2008,19327.73,9/18/2008,11019.69
9/22/2008,19632.2,9/19/2008,11388.44
9/23/2008,18872.85,9/22/2008,11015.69
9/24/2008,18961.99,9/23/2008,10854.17
9/25/2008,18934.43,9/24/2008,10825.17
9/26/2008,18682.09,9/25/2008,11022.06
9/29/2008,17880.68,9/26/2008,11143.13
9/30/2008,18016.21,9/29/2008,10365.45
10/2/2008,18211.11,9/30/2008,10850.66
10/3/2008,17682.4,10/1/2008,10831.07
10/6/2008,16803.76,10/2/2008,10482.85
10/7/2008,16803.76,10/3/2008,10325.38
10/8/2008,15431.73,10/6/2008,9955.5
10/9/2008,15943.24,10/7/2008,9447.11
10/10/2008,14796.87,10/8/2008,9258.1
10/13/2008,16312.16,10/9/2008,8579.19
10/14/2008,16832.88,10/10/2008,8451.19
10/15/2008,15998.3,10/13/2008,9387.61
10/16/2008,15230.52,10/14/2008,9310.99
10/17/2008,14554.21,10/15/2008,8577.91
10/20/2008,15323.01,10/16/2008,8979.26
10/21/2008,15041.17,10/17/2008,8852.22
10/22/2008,14266.6,10/20/2008,9265.43
10/23/2008,13760.49,10/21/2008,9045.21
10/24/2008,12618.38,10/22/2008,8519.21
10/27/2008,11015.84,10/23/2008,8691.25
10/28/2008,12596.29,10/24/2008,8378.95
10/29/2008,12702.07,10/27/2008,8175.77
10/30/2008,14329.85,10/28/2008,9065.12
10/31/2008,13968.67,10/29/2008,8990.96
11/3/2008,14344.37,10/30/2008,9180.69
11/4/2008,14384.34,10/31/2008,9336.93
11/5/2008,14840.16,11/3/2008,9319.83
11/6/2008,13790.04,11/4/2008,9625.28
11/7/2008,14243.43,11/5/2008,9139.27
11/10/2008,14744.63,11/6/2008,8695.79
11/11/2008,14040.9,11/7/2008,8943.81
11/12/2008,13939.09,11/10/2008,8870.54
11/13/2008,13221.35,11/11/2008,8693.96
11/14/2008,13542.66,11/12/2008,8282.66
11/17/2008,13529.53,11/13/2008,8835.25
11/18/2008,12915.89,11/14/2008,8497.31
11/19/2008,12815.8,11/17/2008,8273.58
11/20/2008,12298.56,11/18/2008,8424.75
11/21/2008,12659.2,11/19/2008,7997.28
11/24/2008,12457.94,11/20/2008,7552.29
11/25/2008,12878.6,11/21/2008,8046.42
11/26/2008,13369.45,11/24/2008,8443.39
11/27/2008,13552.06,11/25/2008,8479.47
11/28/2008,13888.24,11/26/2008,8726.61
12/1/2008,14108.84,11/28/2008,8829.04
12/2/2008,13405.85,12/1/2008,8149.09
12/3/2008,13588.66,12/2/2008,8419.09
12/4/2008,13509.78,12/3/2008,8591.69
12/5/2008,13846.09,12/4/2008,8376.24
12/8/2008,15044.87,12/5/2008,8635.42
12/9/2008,14753.22,12/8/2008,8934.18
12/10/2008,15577.74,12/9/2008,8691.33
12/11/2008,15613.9,12/10/2008,8761.42
12/12/2008,14758.39,12/11/2008,8565.09
12/15/2008,15046.95,12/12/2008,8629.68
12/16/2008,15130.21,12/15/2008,8564.53
12/17/2008,15460.52,12/16/2008,8924.14
12/18/2008,15497.81,12/17/2008,8824.34
12/19/2008,15127.51,12/18/2008,8604.99
12/22/2008,14622.39,12/19/2008,8579.11
12/23/2008,14220.79,12/22/2008,8519.69
12/24/2008,14184.14,12/23/2008,8419.49
12/26/2008,14184.14,12/24/2008,8468.48
12/29/2008,14328.48,12/26/2008,8515.55
12/30/2008,14235.5,12/29/2008,8483.93
12/31/2008,14387.48,12/30/2008,8668.39
1/2/2009,15042.81,12/31/2008,8776.39
1/5/2009,15563.31,1/2/2009,9034.69
1/6/2009,15509.51,1/5/2009,8952.89
1/7/2009,14987.46,1/6/2009,9015.1
1/8/2009,14415.91,1/7/2009,8769.7
1/9/2009,14377.44,1/8/2009,8742.46
1/12/2009,13971,1/9/2009,8599.18
1/13/2009,13668.05,1/12/2009,8473.97
1/14/2009,13704.61,1/13/2009,8448.56
1/15/2009,13242.96,1/14/2009,8200.14
1/16/2009,13255.51,1/15/2009,8212.49
1/19/2009,13339.99,1/16/2009,8281.22
1/20/2009,12959.77,1/20/2009,7949.09
1/21/2009,12583.63,1/21/2009,8228.1
1/22/2009,12657.99,1/22/2009,8122.8
1/23/2009,12578.6,1/23/2009,8077.56
1/29/2009,13154.43,1/26/2009,8116.03
1/30/2009,13278.21,1/27/2009,8174.73
2/2/2009,12861.49,1/28/2009,8375.45
2/3/2009,12776.89,1/29/2009,8149.01
2/4/2009,13063.89,1/30/2009,8000.86
2/5/2009,13178.9,2/2/2009,7936.83
2/6/2009,13655.04,2/3/2009,8078.36
2/9/2009,13769.06,2/4/2009,7956.66
2/10/2009,13880.64,2/5/2009,8063.07
2/11/2009,13539.21,2/6/2009,8280.59
2/12/2009,13228.3,2/9/2009,8270.87
2/13/2009,13554.67,2/10/2009,7888.88
2/16/2009,13455.88,2/11/2009,7939.53
2/17/2009,12945.4,2/12/2009,7932.76
2/18/2009,13016,2/13/2009,7850.41
2/19/2009,13023.36,2/17/2009,7552.6
2/20/2009,12699.17,2/18/2009,7555.63
2/23/2009,13175.1,2/19/2009,7465.95
2/24/2009,12798.52,2/20/2009,7365.67
2/25/2009,13005.08,2/23/2009,7114.78
2/26/2009,12894.94,2/24/2009,7350.94
2/27/2009,12811.57,2/25/2009,7270.89
3/2/2009,12317.46,2/26/2009,7182.08
3/3/2009,12033.88,2/27/2009,7062.93
3/4/2009,12331.15,3/2/2009,6763.29
3/5/2009,12211.24,3/3/2009,6726.02
3/6/2009,11921.52,3/4/2009,6875.84
3/9/2009,11344.58,3/5/2009,6594.44
3/10/2009,11694.05,3/6/2009,6626.94
3/11/2009,11930.66,3/9/2009,6547.05
3/12/2009,12001.53,3/10/2009,6926.49
3/13/2009,12525.8,3/11/2009,6930.4
3/16/2009,12976.71,3/12/2009,7170.06
3/17/2009,12878.09,3/13/2009,7223.98
3/18/2009,13117.17,3/16/2009,7216.97
