,Company,yearly_returns,yearly_vol
130,DVA,-0.0807068816904424,0.15656646437775573
131,DE,-0.11130226360084201,0.229781791110669
132,DLPH,0.19564441430954374,0.27201974293132924
133,DAL,0.04067960368529039,0.31076728660316594
134,XRAY,0.1780845642659817,0.19436580470532464
135,DVN,-0.4640382285014224,0.4070015919428335
136,DO,-0.42305743575334387,0.4896536646197415
137,DLR,0.19996596436531747,0.20002910257159548
138,DFS,-0.16375266746272402,0.21648948416966035
139,DISCA,-0.22621809744779575,0.30959643102241596
140,DISCK,-0.2458134044800659,0.2998040078954813
141,DG,0.027615779329600153,0.21791861437917176
142,DLTR,0.09765462964192262,0.2715100587476453
143,D,-0.0945768916995683,0.17112222115364015
144,DOV,-0.1273347284578452,0.2582143774501239
145,DOW,0.17028985666616858,0.2970176215627112
146,DPS,0.3338198929484396,0.18311264397575913
147,DTE,-0.04400569970154356,0.1953388754190892
148,DD,-0.023877669715207748,0.2726610395929511
149,DUK,-0.11313366943398431,0.19277594951569232
150,DNB,-0.13216044609399225,0.24064340721004396
151,ETFC,0.23448558933777583,0.3225515507276464
152,EMN,-0.09673871810531409,0.26436860058018735
153,ETN,-0.20698761568400473,0.24511277141391244
154,EBAY,0.16158123331098803,0.26742359093049645
155,ECL,0.1094456785610788,0.1965045595068354
156,EIX,-0.06964865384818963,0.2031011176329103
157,EW,0.2367679574574388,0.270909726016519
158,EA,0.4661831121438683,0.30951119961842716
159,EMC,-0.12324316759803453,0.252130066023795
160,EMR,-0.19795145556991023,0.22237982450179533
161,ENDP,-0.15148996115065938,0.43957835433629966
162,ETR,-0.18361447301288858,0.20645051039526874
163,EOG,-0.22661498223393456,0.33241606986225597
164,EQT,-0.3264940888372794,0.3175070836004323
165,EFX,0.3852231193574622,0.2050698581537313
166,EQIX,0.42352983368866887,0.22876709262879497
167,EQR,0.14438935287944793,0.20465197556552842
168,ESS,0.16753443575215052,0.1984725325824801
169,EL,0.17930809333003117,0.23153886349691874
170,ES,-0.01686208127783688,0.2016387856640829
171,EXC,-0.23169774358868153,0.24839085784653694
172,EXPE,0.46066175310579294,0.37392793540993896
173,EXPD,0.030694880293289616,0.20694949615143698
174,ESRX,0.03260486632947746,0.20921680069721954
175,EXR,0.5444688343304352,0.20271180310377152
176,XOM,-0.13148791720606615,0.22501291763916745
177,FFIV,-0.2560423731137517,0.2665719521525862
178,FB,0.334098253694006,0.25674233336026364
179,FAST,-0.11514850705409749,0.23434656434434603
180,FRT,0.10454017479387369,0.1931790182322128
181,FDX,-0.13091802013339496,0.2065753128115503
182,FIS,-0.013348956900369996,0.25362761643918125
183,FITB,0.020829800540789874,0.2458592306029824
184,FSLR,0.48125700294628515,0.45078978404834685
185,FE,-0.15651220685688474,0.21844487248455463
186,FISV,0.29510046891388547,0.19101482535020653
187,FLIR,-0.11546190803457668,0.2376413132091364
188,FLS,-0.28369755757205983,0.277346553054302
189,FLR,-0.20915208462173093,0.29120955229477496
190,FMC,-0.30284547895900865,0.2878482569307245
191,FTI,-0.37639724849527084,0.3785931073678576
192,FL,0.17931262972649678,0.25363952681647595
193,F,-0.045410677954672615,0.22103946217313866
194,FBHS,0.25345613261827193,0.2575221804107574
195,BEN,-0.32660301916203094,0.21996010163733362
196,FCX,-0.7037918061550575,0.6982145229986744
197,FTR,-0.24148885188448177,0.36645642771345427
198,GPS,-0.39851150914690275,0.2494397681964941
199,GRMN,-0.26488783764150364,0.29035723169149563
200,GD,0.011590652003053795,0.1853344099333663
201,GE,0.28598297102911424,0.22214753520269073
202,GGP,-0.021518038917633295,0.22353192368323552
203,GIS,0.12006206018175006,0.16564844466833215
204,GM,0.017220948744859715,0.24474550168239922
205,GPC,-0.17102172213839545,0.19284154069931128
206,GILD,0.07888152079891658,0.2799487058253942
207,GPN,0.6009333321813043,0.27168282424016577
208,GS,-0.06070656258220474,0.22290530914088844
209,GT,0.16302588645751107,0.28086485419943574
210,GWW,-0.19015634562049816,0.21041724070920043
211,HAL,-0.12290095335180172,0.34894172451951894
212,HBI,0.07841645608289954,0.30661950201224447
213,HOG,-0.2942724656043823,0.2911846773639855
214,HAR,-0.09159647879887291,0.41990900687020444
215,HRS,0.24386896798421143,0.22859693571634432
216,HIG,0.058725980094945375,0.21913697861862785
217,HAS,0.2574767902072151,0.2748015405254853
218,HCA,-0.08571047606177529,0.30421838896994974
219,HCP,-0.09685306716954434,0.2183178275959757
220,HP,-0.17021716536671042,0.44019884986708874
221,HSIC,0.15602167950954907,0.17829081870782207
222,HES,-0.3350014707191038,0.35507285798901744
223,HOLX,0.4666414126854212,0.25184149806585676
224,HD,0.3043757295442599,0.20154185023087196
225,HON,0.05474606666694262,0.1993586120561902
226,HRL,0.5590155639163616,0.19344635473633712
227,HST,-0.32611141958705414,0.2599513405794351
228,HPQ,-0.33463853185591885,0.34218214049227125
229,HUM,0.25629251418864424,0.32956797264667553
230,HBAN,0.07716184535577682,0.23065608938988338
231,ITW,0.0015017011686457075,0.18818536044402537
232,ILMN,0.0352173393939957,0.36585677976414505
233,IR,-0.10898054261230729,0.20563265332368755
234,INTC,-0.02402213252286944,0.24432134380516715
235,ICE,0.19188245896054756,0.22523951628609315
236,IBM,-0.12307785969166986,0.21143065039895048
237,IP,-0.26760269847269996,0.23548468849857226
238,IPG,0.17594511178007854,0.23173986450491887
239,IFF,0.20803434211184657,0.21260603216247145
240,INTU,0.06984994718009235,0.2668187658547871
241,ISRG,0.039176447905635535,0.22546178275193066
242,IVZ,-0.1198575344310465,0.24636990219686103
243,IRM,-0.26251872457434927,0.24271769073085842
244,JBHT,-0.1093484857050303,0.20569061713740527
245,JEC,-0.060259813177863254,0.2651151929920897
246,JNJ,0.011905626586362673,0.16368771831329887
247,JCI,-0.25388484826759866,0.19194238557265333
248,JPM,0.0783494186830813,0.222287390265208
249,JNPR,0.24788730420836644,0.2633983520832749
250,KSU,-0.37089823073022804,0.3064574022425974
251,K,0.13739671775959217,0.16689785840291518
252,KEY,-0.028324121833136196,0.27811769495250604
253,KMB,0.13745845131949108,0.1798656099694134
254,KIM,0.08067048124290441,0.21423257054258188
255,KMI,-0.632032405305903,0.33866988815958327
256,KLAC,0.02073565742710086,0.317706431905043
257,KSS,-0.17517019823764193,0.31182461607503037
258,KR,0.33118301148064566,0.21564805310532653
259,LB,0.16451575808661925,0.2234948298560791
260,LLL,-0.04218179887165954,0.22292752955008432
261,LH,0.10967511415679612,0.20631499821392518
262,LRCX,0.013623387245746172,0.28460574867927185
263,LM,-0.2573269876052498,0.23342057294617324
264,LEG,0.02491738561097515,0.21248302108212322
265,LEN,0.1079511772032478,0.2885969830812674
266,LUK,-0.22230355073094826,0.22512008396620645
267,LVLT,0.10151982174345778,0.26033009577983574
268,LLY,0.23477413669944608,0.26922046510282743
269,LNC,-0.11168878690980978,0.2660156342475962
270,LLTC,-0.05165174195619351,0.2502793092426285
271,LKQ,0.0665945980347518,0.24253672588383676
272,LMT,0.1573985839617425,0.16775309524949664
273,L,-0.0740155611327046,0.1734365570369082
274,LOW,0.13977480509937754,0.2079125865806384
275,LYB,0.11324407160546952,0.31798004987382605
276,MTB,-0.011055926140356144,0.22767085002748635
277,MAC,0.039891200789292924,0.24834925166820387
278,M,-0.4535109451016009,0.28858365002005576
279,MNK,-0.2303011781177926,0.5160510230402081
280,MRO,-0.5463825027062083,0.4563637125788629
281,MPC,0.15600997148402918,0.3396958091939622
282,MAR,-0.12702568842532072,0.25845795497302454
283,MMC,-0.005845696805408138,0.17395818403343316
284,MLM,0.2449433451520939,0.34079958139895067
285,MAS,0.3066458768681311,0.26013723134842603
286,MA,0.1444867930254393,0.20843029251437598
287,MAT,-0.05207473146426625,0.3069040103143136
288,MKC,0.18046712990254687,0.17136205705805174
289,MCD,0.3104443791773206,0.19195306453223265
290,MCK,-0.04339810679387798,0.21414612622781193
291,MJN,-0.19450769973679297,0.2086877600960536
292,MDT,0.0856726504892757,0.20538955571342393
293,MRK,-0.045602484610475905,0.21850862327152318
294,MET,-0.07990540108926641,0.23974996604135024
295,KORS,-0.464295245577631,0.4110692521882452
296,MCHP,0.06905747161627084,0.2601384707417982
297,MU,-0.5925179856115108,0.49052992645052274
298,MSFT,0.21878471776793287,0.282002489090379
299,MHK,0.2252700422016542,0.24701499197348945
300,TAP,0.2990295158374813,0.27690264597979736
301,MDLZ,0.2380983342382159,0.21451768893374504
302,MON,-0.16104882256215317,0.2185926475677848
303,MNST,0.37721894869752426,0.32952715690563605
304,MCO,0.06009329531313091,0.2157980934161667
305,MS,-0.16546214551142766,0.2585383737072022
306,MSI,0.05196528649380655,0.2211760533568782
307,MUR,-0.5385414961744411,0.4051577230954889
308,MYL,-0.040461367895700706,0.42264946396120245
309,NDAQ,0.23661184311026096,0.21601503965897662
310,NOV,-0.46646125423890133,0.3345406411071443
311,NAVI,-0.4524752017556451,0.3242936901510455
312,NTAP,-0.3470106118984116,0.26645862033104206
313,NFLX,1.2945491196819041,0.5065738343866221
314,NWL,0.18603825721294603,0.2383953078848179
315,NFX,0.22406018796992475,0.4708732507961306
316,NEM,-0.06517072371974271,0.45520287813122
317,NWSA,-0.13642296418878802,0.27351129736830604
318,NWS,-0.06094972859283459,0.25895757996930335
319,NLSN,0.06514938990056088,0.2208656003917577
320,NKE,0.3293596478892617,0.22626152364383748
321,NI,0.2038979555865989,0.22845893264776906
322,NBL,-0.28509418705308637,0.40266667057215444
323,JWN,-0.30489446557950195,0.26844882910256934
324,NSC,-0.20019079355132294,0.2710318472255191
325,NTRS,0.08842325581366799,0.23901331512939583
326,NOC,0.3130098714128936,0.2018851642229421
327,NRG,-0.5592341631502078,0.48909972355721265
328,NUE,-0.14855487440941048,0.276318676358449
329,NVDA,0.6645143829733161,0.3449541043394564
330,ORLY,0.3191400587208366,0.22466336041209675
331,OXY,-0.126978404300868,0.25992584520197104
332,OMC,0.024002946117631593,0.17237535680450958
333,OKE,-0.47553833811200036,0.46186951150774186
334,ORCL,-0.16441876680944312,0.21465874450250105
335,OI,-0.3487850467289719,0.2960794710136547
336,PCAR,-0.2725345418849972,0.24711574810300624
337,PH,-0.23193888896783274,0.23163518370083847
338,PDCO,-0.051863337153546456,0.19589226103048488
339,PAYX,0.1822244039126083,0.1727478862509698
340,PNR,-0.24111545182765173,0.2759507714105834
341,PBCT,0.11311042823855832,0.18484374257070313
342,PEP,0.08886691505436642,0.15387692079723986
343,PKI,0.22205436260234268,0.1978297265461044
344,PRGO,-0.1290010568488952,0.32787640486201874
345,PFE,0.06472678904879918,0.2001310393974047
346,PCG,0.03275043852941262,0.20020654622598613
347,PM,0.1398093840875736,0.18976518821211832
348,PSX,0.1619267240210187,0.28579484335602023
349,PNW,-0.024851481375388628,0.1921070194101768
350,PXD,-0.16304222379711836,0.39249519468338123
351,PBI,-0.1229653686371277,0.2347972571625693
352,PNC,0.07285539827645475,0.21227509982312598
353,RL,-0.3810806233891305,0.3587810072071334
354,PPG,-0.12720108899831567,0.21246283906978344
355,PPL,-0.015670476029470234,0.21512436137746183
356,PX,-0.19215573824390544,0.1756706246127584
357,PCLN,0.11635981046072127,0.26830096701686534
358,PFG,-0.10567276788584572,0.25197917579957924
359,PG,-0.09322505491386376,0.16010530642159598
360,PGR,0.20796868952727257,0.17924326769358684
361,PLD,0.02635909788904955,0.20622028020229563
362,PRU,-0.07001893027012847,0.26429626099158227
363,PEG,-0.03975551175011648,0.2190099698594581
364,PSA,0.3567473157050937,0.17917141545709014
365,PHM,-0.1476246196506158,0.3107587574280307
366,PVH,-0.41618108448946134,0.3163077622461471
367,QRVO,-0.27698862849464123,0.5303069360833487
368,QCOM,-0.30586084739176245,0.3115156526135842
369,PWR,-0.28571428571428575,0.4274036928398631
370,DGX,0.05369251996361493,0.23988034893998877
371,RRC,-0.5538642610428113,0.5096986466235102
372,RTN,0.1753828245484432,0.1993756343353894
373,O,0.112549094056595,0.2025243430238009
374,RHT,0.20031889260237395,0.2418679499061611
375,REGN,0.3235566357172163,0.3302049696857884
376,RF,-0.064847166501132,0.2773139751604385
377,RSG,0.11508900768395268,0.1580005489673615
378,RAI,0.49783656183202035,0.21149133416517693
379,RHI,-0.17389073994943863,0.22416774253662183
380,ROK,-0.05403117740557025,0.2304374815150576
381,COL,0.10652285890255551,0.18653603552191372
382,ROP,0.219174255509652,0.191791774642954
383,ROST,0.15893385789522146,0.26920710565647893
384,RCL,0.23950021537407604,0.30419611013613435
385,R,-0.3724510463619019,0.283579760413708
386,SPGI,0.12653789802705434,0.23251476693992473
387,CRM,0.32343010386799115,0.31625534433056396
388,SCG,0.03595568481988882,0.20790831166538967
389,SLB,-0.16569759289314068,0.25882840968484994
390,SNI,-0.26202204183536326,0.24028292847090676
391,STX,-0.4194567509959558,0.3621567801594312
392,SEE,0.05591830841339775,0.25301872238729584
393,SRE,-0.13720794431019182,0.19203150610870662
394,SHW,-0.0012333691827942019,0.22672913609457937
395,SIG,-0.04105954438357213,0.26077428235612793
396,SPG,0.082981799677344,0.19697687282480597
397,SWKS,0.057547906521331134,0.3861663379984292
398,SLG,-0.04815481540841541,0.19512297188122535
399,SJM,0.2563215103744018,0.1992539438234894
400,SNA,0.2753491400644837,0.18779267267311547
401,SO,-0.006188287166079308,0.1726237554792294
402,LUV,0.015502595294985993,0.3217247717999551
403,SWN,-0.7383143172616857,0.5576499681252964
404,SE,-0.3166991105161219,0.2908901696762445
405,STJ,-0.03197805624495722,0.23886433717247862
406,SWK,0.1351329489731762,0.19790027745384756
407,SPLS,-0.44216312167876837,0.3412523771135466
408,SBUX,0.4932140817550991,0.22553509315868375
409,HOT,-0.1204029384188119,0.2884813347758368
410,STT,-0.13714853346001402,0.245755575507814
411,SRCL,-0.08386509483337197,0.26677135370179345
412,SYK,0.003752219916181835,0.19607184633621766
413,STI,0.04962674687897349,0.2422601234716001
414,SYMC,-0.15700487237140895,0.2405138954751328
415,SYF,0.03154682587124351,0.235318628559044
416,SYY,0.05346133492810726,0.17292582983583168
417,TROW,-0.1215589904607876,0.19043689390154653
418,TGT,-0.008406412557329337,0.20829383880174213
419,TEL,0.0227956790500452,0.21049428113263588
420,TGNA,-0.14904395113160676,0.3229591716217808
421,TDC,-0.3995454545454545,0.3802136475603308
422,TSO,0.42298779716539975,0.34940620078633633
423,TXN,0.05154625867809217,0.2711701998385235
424,TXT,-0.0019025060141040662,0.244140350423841
425,BK,0.03572913992238947,0.2332090207531143
426,CLX,0.2543492790163232,0.15407167824216722
427,KO,0.05339454520272436,0.14358260073011514
428,HSY,-0.11837415182369672,0.1973659254477672
429,MOS,-0.3811706052009812,0.30689217475065084
430,TRV,0.09519889314442953,0.1773740404878638
431,DIS,0.13459894295484995,0.22577330029633458
432,TMO,0.11234406928796022,0.2101155121165068
433,TIF,-0.2629671689685191,0.30109502403572896
434,TWX,-0.22454005637667204,0.23293175491266357
435,TJX,0.055606876912144276,0.2195304105804753
436,TMK,0.06298571702905256,0.1764566291937257
437,TSS,0.47060734002616794,0.23739728068639313
438,TSCO,0.10457814434509083,0.2501730619091003
439,TDG,0.15524650821744626,0.21086536933620734
440,RIG,-0.303543836739874,0.5949534701662044
441,TRIP,0.14291466110281065,0.476712023617199
442,FOXA,-0.2752503307882937,0.2354067711044778
443,FOX,-0.24688281726048297,0.2344215925856759
444,TYC,-0.25388457085236593,0.19194231756372448
445,TSN,0.34851525297348257,0.27167929900153365
446,USB,-0.02555027461854336,0.20265465626216297
447,UDR,0.23782512568209377,0.20077506392713568
448,ULTA,0.4585304780362812,0.25442948742019567
449,UA,0.20511287187920466,0.30776125017917666
450,UNP,-0.3253811015309534,0.24837957332172278
451,UAL,-0.1362676747824947,0.36680898728699995
452,UNH,0.18635087446532803,0.25367018081392234
453,UPS,-0.10287904902030012,0.19470861859539618
454,URI,-0.29973932038765594,0.41007687786162855
455,UTX,-0.1447882266128842,0.19570536368830077
456,UHS,0.08022194271908877,0.3051614076323592
457,UNM,-0.021628988554318707,0.2243970850789066
458,URBN,-0.3518518149203313,0.34826116432509213
459,VFC,-0.13980787070588416,0.24770651753894507
460,VLO,0.4437526652362157,0.3119983851778809
461,VAR,-0.07147775470504784,0.21847857538121548
462,VTR,-0.19116322800578997,0.2525507839845154
463,VRSN,0.5275398238772482,0.21368781196612704
464,VRSK,0.20181328432369414,0.23752399191822524
465,VZ,0.032226468547356966,0.15762079518324976
466,VRTX,0.02242627772812221,0.40489588735316523
467,VIAB,-0.43813530529827704,0.3313173119563093
468,V,0.17869664121153725,0.22068029870743422
469,VNO,-0.05231005133320634,0.19673455307528045
470,VMC,0.4240731209427188,0.2759404801963074
471,WMT,-0.26653688753910854,0.20668147715788693
472,WBA,0.1391498066643849,0.27436700496543626
473,WM,0.06238270081241035,0.1615136058847763
474,WAT,0.1817703332043467,0.1985886192716358
475,WFC,0.02065491182910881,0.199242905178122
476,HCN,-0.07367538875149399,0.20963088995958584
477,WDC,-0.44129288493402363,0.3464200017146175
478,WU,0.03151669485831345,0.2453825209333046
479,WY,-0.1364954774161996,0.2071428918277536
480,WHR,-0.22406696254942907,0.306573143645285
481,WFM,-0.3233442770711818,0.292548263902797
482,WMB,-0.39517411925182677,0.5105148781356551
483,WEC,-0.0006421464011527056,0.20333730435569627
484,WYN,-0.13126650444635998,0.22956884902046437
485,WYNN,-0.5166020900643996,0.5531995891386168
486,XEL,0.03269453477651257,0.18859894085752518
487,XRX,-0.20702496896646488,0.28509515170554506
488,XLNX,0.10846359173469636,0.2446001684850947
489,XL,0.1596385241859936,0.16151385327329726
490,XYL,-0.02604396719822068,0.20808792015863614
491,YHOO,-0.33705402978090604,0.3085443728799062
492,YUM,0.03210868734412454,0.32352390269261727
493,ZBH,-0.08122867014152126,0.20417918204473726
494,ZION,-0.02763841845393653,0.27722992888723763
495,ZTS,0.1145110046522701,0.295096502855383
