Date,Open,High,Low,Close,Volume,Adj Close
5/14/2007,21036.62,21088.86,20769.1,20904.84,1607612400,20904.84
5/21/2007,20963.52,21055.11,20474.03,20520.66,1071307100,20520.66
5/28/2007,20594.14,20793.38,20184.48,20602.87,1276663800,20602.87
6/4/2007,20698.99,20943.94,20433.52,20509.15,1528611600,20509.15
6/11/2007,20649.05,21052.95,20511.03,21017.05,1654414300,21017.05
6/18/2007,21256.29,22052.85,21256.29,21999.91,2341550100,21999.91
6/25/2007,21884.1,22085.59,21562,21772.73,1860543700,21772.73
7/3/2007,22004.14,22565.43,21960.76,22531.74,2011718300,22531.74
7/9/2007,22719.99,23239.92,22539.7,23099.29,2849708500,23099.29
7/16/2007,23098.66,23301.93,22782.63,23291.9,1767093400,23291.9
7/23/2007,23170.35,23557.74,22443.1,22570.41,1963877500,22570.41
7/30/2007,22478.77,23199.9,22144.73,22538.44,2030965300,22538.44
8/6/2007,22128.06,22796.73,21661.05,21792.71,1919428400,21792.71
8/13/2007,21932,22012.04,19386.72,20387.13,2421131000,20387.13
8/20/2007,21140.73,23063.93,20901.64,22921.89,3448067600,22921.89
8/27/2007,23358.38,24089,22686.84,23984.14,2947985000,23984.14
9/3/2007,23611.02,24283.15,23611.02,23982.61,1939443300,23982.61
9/10/2007,23584.07,24978.61,23578.11,24898.11,1785017900,24898.11
9/17/2007,24977.42,25893.2,24368.65,25843.78,2333982000,25843.78
9/24/2007,26002.1,27254.97,25994.78,27142.47,2468492600,27142.47
10/1/2007,27142.47,28871.04,26746.63,27831.52,2845149600,27831.52
10/8/2007,28233.3,29133.76,27491.93,28838.37,3534576400,28838.37
10/15/2007,29147.84,30025.07,28484.2,29465.05,2412289700,29465.05
10/22/2007,28336.97,30562.63,28336.97,30405.22,3129838100,30405.22
10/29/2007,30986.22,31958.41,30366.69,30468.34,3621700200,30468.34
11/5/2007,30165.78,30356.79,28408.53,28783.41,2776929400,28783.41
11/12/2007,28061.45,29249.99,26952.94,27614.43,2777467600,27614.43
11/19/2007,27628.97,27851.31,25861.73,26541.09,2282184200,26541.09
11/26/2007,27398.53,28792.3,26637.61,28643.61,2412896400,28643.61
12/3/2007,28825.03,29962.93,28544.18,28842.47,1964053900,28842.47
12/10/2007,29017.7,29235.21,27245.17,27563.64,2544107800,27563.64
12/17/2007,27236.45,27670.31,26093.96,27626.92,1863907900,27626.92
12/24/2007,27965.25,28343.39,27296.86,27370.6,1520690500,27370.6
12/31/2007,27437.94,27820.14,27437.94,27812.65,853767000,27812.65
